District,Degree_M_F,Subjects,Optional_Subjects,No_Fail_Paper,Pass_Fail_Abscent,Age,Metric_Inter_Board,Religion,Gender,Reg_Type,Metric_Annual_Supply,Metric_Division,Metric_Mjor_Sub,Inter_Annual_Supply,Inter_Division,Inter_Major_Sub,BA_DIV
3,A,F,6,1,F,B,1,M,F,P,A,C,S ,S,D,S,F
3,A,F,6,2,F,C,1,M,F,P,S,D,S ,S,C,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,1,F,B,1,M,F,P,A,B,A ,A,D,A ,F
3,A,F,6,1,F,B,1,M,F,P,A,B,S ,A,C,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,2,M,F,R,A,B,S ,S,C,S,B
3,A,F,6,0,P,A,2,M,F,R,S,B,S ,S,A,A ,A
3,A,F,6,1,F,A,1,M,F,R,A,B,A ,S,C,A ,F
3,A,F,6,0,P,B,1,M,F,R,A,B,S ,A,A,A ,B
3,A,F,6,0,P,B,1,M,F,R,A,B,S ,A,A,A ,B
3,A,F,6,0,P,B,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,0,F,B,1,H,F,R,A,D,S ,A,B,S,F
3,A,F,6,2,F,B,1,M,F,R,A,B,S ,A,C,S,F
3,A,F,6,1,F,B,4,M,F,R,A,C,S ,A,C,S,F
3,A,F,6,0,P,B,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,3,F,A,5,M,F,P,A,D,S ,A,B,S,F
3,A,F,6,0,P,C,1,H,F,P,S,B,S ,S,C,S,B
3,A,F,6,0,F,B,5,C,F,P,A,B,A ,A,D,A ,F
3,A,F,6,2,F,B,1,M,F,P,A,C,S ,A,B,S,F
3,A,F,6,0,P,B,1,C,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,2,F,A,1,M,F,P,A,D,S ,S,B,S,F
3,A,F,6,0,P,C,1,M,F,P,A,B,A ,S,A,A ,B
3,A,F,6,2,F,B,1,M,F,P,A,B,S ,A,B,A ,F
3,A,F,6,0,P,B,2,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,B,1,M,F,P,A,C,S ,A,C,S,F
3,A,F,6,3,F,B,1,M,F,P,A,B,S ,A,B,S,F
3,A,F,6,3,F,A,1,M,F,P,A,C,A ,A,D,A ,F
3,A,F,6,0,P,B,1,M,F,P,A,B,A ,A,A,A ,B
3,A,F,6,3,F,B,1,M,F,P,A,D,S ,A,B,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,3,F,B,1,M,F,P,A,B,S ,S,C,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,A,5,H,F,P,A,C,S ,S,C,S,F
3,A,F,6,3,F,A,4,M,F,P,A,B,S ,S,C,S,F
3,A,F,6,3,F,A,1,M,F,P,A,D,S ,S,B,S,F
3,A,F,6,2,F,A,1,M,F,P,A,C,S ,S,D,S,F
3,A,F,6,3,F,A,1,M,F,P,A,B,S ,A,D,S,F
3,A,F,6,3,F,A,2,M,F,P,A,D,S ,S,A,A ,F
3,A,F,6,3,F,A,1,M,F,P,A,B,S ,A,C,S,F
3,A,F,6,3,F,B,1,H,F,P,A,C,S ,A,B,S,F
3,A,F,6,3,F,A,1,H,F,R,A,D,S ,A,C,S,F
3,A,F,6,2,F,B,1,M,F,R,A,B,A ,S,D,A ,F
3,A,F,6,2,F,A,1,M,F,R,A,C,S ,S,B,S,F
3,A,F,6,2,F,C,1,M,F,R,A,C,S ,S,B,S,F
3,A,F,6,2,F,B,1,H,F,R,A,C,S ,S,C,S,F
3,A,F,6,2,F,B,1,H,F,R,A,B,S ,A,B,S,F
3,A,F,6,2,F,A,1,M,F,P,A,D,A ,A,D,A ,F
3,A,F,6,1,F,B,1,M,F,R,S,B,S ,A,D,S,F
3,A,F,6,1,F,B,1,M,F,R,A,D,S ,A,D,S,F
3,A,F,6,0,P,A,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,0,P,C,1,M,F,R,A,B,S ,S,C,S,A
3,A,F,6,0,P,B,5,H,F,R,A,B,A ,A,A,A ,B
3,A,F,6,0,P,C,1,M,F,R,A,B,A ,S,A,A ,B
3,A,F,6,0,P,A,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,2,F,B,1,M,F,R,A,B,S ,A,D,S,F
3,A,F,6,0,P,C,1,M,F,R,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,2,H,F,R,A,B,A ,A,A,A ,B
3,A,F,6,0,P,A,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,3,F,A,1,M,F,P,A,B,S ,A,B,S,F
3,A,F,6,2,F,A,1,M,F,P,A,C,S ,A,C,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,1,F,C,1,M,F,P,A,C,S ,S,D,S,F
3,A,F,6,2,F,B,1,M,F,P,A,B,A ,A,A,A ,F
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,A
3,A,F,6,2,P,B,1,M,F,P,A,B,S ,A,B,S,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,H,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,A
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,S,C,S,A
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,S,C,S,A
3,A,F,6,0,P,A,1,M,F,P,A,B,A ,S,A,A ,B
3,A,F,6,1,F,B,5,M,F,P,A,C,S ,A,D,S,F
3,A,F,6,1,F,B,1,C,F,P,A,C,S ,A,C,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,A,2,M,F,P,A,B,S ,A,A,A ,A
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,A
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,A
3,A,F,6,1,F,B,1,M,F,P,A,D,S ,A,D,A ,F
3,A,F,6,0,P,C,1,M,F,P,S,B,A ,S,A,A ,B
3,A,F,6,0,P,A,1,H,F,P,A,B,S ,A,C,S,A
3,A,F,6,2,F,C,1,M,F,P,A,B,S ,S,C,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,A,A ,B
3,A,F,6,0,P,B,1,H,F,R,A,B,A ,A,A,A ,B
3,A,F,6,0,P,B,1,M,F,R,A,B,S ,A,C,S,A
3,A,F,6,0,P,A,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,A,A ,B
3,A,F,6,2,F,A,4,M,F,P,A,B,S ,A,C,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,A
3,A,F,6,0,P,A,5,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,B,5,M,F,P,A,C,S ,A,B,S,F
3,A,F,6,0,P,B,1,H,F,P,A,B,S ,A,C,S,A
3,A,F,6,0,P,A,2,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,1,C,F,P,A,B,S ,S,C,S,A
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,2,F,B,1,M,F,P,A,C,A ,A,A,A ,F
3,A,F,6,3,F,B,1,M,F,P,A,C,S ,A,D,S,F
3,A,F,6,2,F,B,1,H,F,P,A,C,S ,A,C,S,F
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,A,A ,B
3,A,F,6,0,P,A,1,M,F,P,A,B,A ,A,A,A ,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,5,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,A,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,2,F,A,1,M,F,P,A,C,A ,A,B,A ,F
3,A,F,6,1,F,B,1,M,F,R,A,B,S ,A,D,S,F
3,A,F,6,1,F,C,1,C,F,R,A,D,S ,S,C,S,F
3,A,F,6,0,P,B,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,2,F,A,2,M,F,R,A,D,S ,A,C,S,F
3,A,F,6,2,F,A,1,M,F,P,A,D,S ,A,D,S,F
3,A,F,6,1,F,B,1,M,F,P,A,B,S ,A,C,S,F
3,A,F,6,1,F,A,4,H,F,P,A,C,S ,A,D,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,1,F,B,1,M,F,P,A,C,A ,A,B,A ,F
3,A,F,6,2,F,B,1,C,F,P,A,B,A ,A,B,A ,F
3,A,F,6,0,P,C,1,H,F,P,A,B,S ,S,C,S,B
3,A,F,6,1,F,B,1,M,F,P,A,D,S ,A,B,S,F
3,A,F,6,3,F,B,1,H,F,P,A,B,S ,A,B,S,F
3,A,F,6,0,P,B,2,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,C,1,H,F,P,A,C,S ,S,D,S,F
3,A,F,6,1,F,B,5,M,F,P,A,B,S ,A,D,S,F
3,A,F,6,3,F,B,1,M,F,P,S,C,S ,A,C,S,F
3,A,F,6,1,F,B,1,M,F,P,A,B,A ,A,A,A ,F
3,A,F,6,2,F,B,1,M,F,P,A,D,S ,A,D,S,F
3,A,F,6,2,F,B,1,H,F,P,A,B,S ,A,B,S,F
3,A,F,6,2,F,B,2,M,F,P,A,C,S ,A,B,S,F
3,A,F,6,2,F,C,1,M,F,P,A,B,S ,S,B,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,A
3,A,F,6,2,F,A,1,M,F,R,A,C,S ,A,C,S,F
3,A,F,6,2,F,A,1,M,F,R,A,B,S ,A,B,A ,F
3,A,F,6,0,P,C,1,C,F,R,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,1,F,B,1,M,F,R,A,B,A ,A,D,A ,F
3,A,F,6,2,F,C,1,M,F,R,A,C,S ,S,B,S,F
3,A,F,6,1,F,A,1,M,F,R,A,C,S ,A,B,S,F
3,A,F,6,2,F,B,1,M,F,R,A,C,S ,A,B,S,F
3,A,F,6,1,F,A,2,H,F,P,A,C,S ,A,C,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,B,1,M,F,P,A,C,S ,A,D,S,F
3,A,F,6,3,F,B,1,M,F,P,A,B,S ,A,B,S,F
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,1,F,B,5,H,F,P,A,D,S ,A,C,S,F
3,A,F,6,2,F,B,3,M,F,P,A,C,S ,A,C,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,B,1,M,F,P,A,B,A ,A,D,A ,F
3,A,F,6,1,F,A,1,M,F,P,A,D,S ,A,B,S,F
3,A,F,6,0,P,B,1,C,F,P,A,B,S ,A,C,S,B
3,A,F,6,1,F,C,4,C,F,P,A,B,S ,S,C,S,F
3,A,F,6,2,F,B,1,H,F,P,A,C,S ,A,B,S,F
3,A,F,6,2,F,B,1,C,F,P,A,D,A ,A,A,A ,F
3,A,F,6,2,F,A,1,M,F,P,A,B,S ,A,C,S,F
3,A,F,6,2,F,C,1,M,F,P,A,C,S ,S,C,S,F
3,A,F,6,0,P,B,2,C,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,A,1,M,F,P,A,B,S ,A,D,S,F
3,A,F,6,2,F,C,1,M,F,P,A,D,S ,S,B,S,F
3,A,F,6,0,F,B,1,H,F,P,A,D,S ,A,C,S,F
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,A,A ,B
3,A,F,6,2,F,B,1,M,F,P,A,B,S ,A,B,S,F
3,A,F,6,1,F,A,1,M,F,R,A,C,A ,A,D,A ,F
3,A,F,6,2,F,B,1,M,F,R,S,D,S ,A,C,S,F
3,A,F,6,2,F,B,1,M,F,R,A,B,S ,A,B,S,F
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,B,5,M,F,P,A,D,A ,A,A,A ,F
3,A,F,6,2,F,B,1,H,F,P,A,C,A ,A,A,A ,F
3,A,F,6,2,F,A,1,M,F,P,A,D,S ,A,B,S,F
3,A,F,6,2,F,C,3,M,F,P,A,C,S ,S,B,S,F
3,A,F,6,1,F,B,1,M,F,P,A,C,S ,A,B,S,F
3,A,F,6,0,P,A,1,M,F,P,A,B,A ,A,A,A ,B
3,A,F,6,2,F,C,1,H,F,P,A,C,S ,S,C,S,F
3,A,F,6,2,F,B,1,M,F,P,A,C,S ,A,B,S,F
3,A,F,6,2,F,B,1,M,F,P,A,D,S ,A,A,A ,F
3,A,F,6,2,F,A,2,M,F,P,A,D,S ,A,D,S,F
3,A,F,6,2,F,B,1,M,F,P,A,C,S ,A,B,S,F
3,A,F,6,2,F,B,4,M,F,P,A,B,S ,A,D,S,F
3,A,F,6,2,F,B,1,M,F,P,A,D,S ,A,C,S,F
3,A,F,6,2,F,B,1,M,F,R,A,C,S ,A,D,S,F
3,A,F,6,2,F,C,1,M,F,P,A,C,S ,S,D,S,F
3,A,F,6,2,F,B,1,M,F,R,A,B,S ,A,D,S,F
3,A,F,6,1,F,B,1,M,F,R,A,C,A ,A,B,A ,F
3,A,F,6,0,P,C,1,M,F,R,A,B,S ,S,C,S,B
3,A,F,6,0,P,C,1,M,F,R,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,1,C,F,R,A,B,S ,A,C,S,B
3,A,F,6,0,P,A,1,M,F,P,A,B,A ,A,A,A ,B
3,A,F,6,0,P,A,1,M,F,P,A,B,A ,A,A,A ,B
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,A,A ,B
3,A,F,6,0,P,A,1,H,F,P,A,B,S ,A,C,S,A
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,A
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,C,S,A
3,A,F,6,0,P,C,1,H,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,1,H,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,5,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,M,F,P,S,B,S ,A,C,S,B
3,A,F,6,0,F,C,1,M,F,P,A,D,S ,S,D,S,F
3,A,F,6,1,F,B,1,M,F,P,A,B,S ,A,B,S,F
3,A,F,6,2,F,C,1,M,F,P,A,D,S ,S,C,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,A,5,M,F,P,A,D,S ,A,B,S,F
3,A,F,6,0,P,A,1,M,F,P,A,B,A ,A,A,A ,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,A,A ,B
3,A,F,6,0,P,B,3,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,1,F,B,1,H,F,R,A,D,S ,A,C,S,F
3,A,F,6,0,P,B,1,H,F,R,A,B,S ,A,C,S,B
3,A,F,6,0,P,C,4,M,F,R,A,B,S ,S,C,S,B
3,A,F,6,2,F,B,1,C,F,R,A,C,S ,A,C,S,F
3,A,F,6,2,F,A,1,M,F,R,A,C,S ,A,C,S,F
3,A,F,6,1,F,A,1,M,F,R,A,D,A ,A,D,A ,F
3,A,F,6,0,P,C,1,M,F,R,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,5,M,F,P,S,B,S ,A,A,A ,B
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,2,F,C,1,M,F,P,A,D,S ,S,D,S,F
3,A,F,6,2,F,A,1,H,F,P,A,B,S ,A,B,S,F
3,A,F,6,0,P,C,1,M,F,P,S,B,S ,S,C,S,B
3,A,F,6,0,P,B,1,M,F,P,S,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,C,1,H,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,B,1,M,F,P,A,C,S ,A,B,A ,F
3,A,F,6,0,P,B,1,H,F,P,A,B,S ,A,C,S,B
3,A,F,6,1,F,B,2,H,F,P,A,B,S ,A,D,S,F
3,A,F,6,2,P,A,3,H,F,R,A,B,S ,A,C,S,B
3,A,F,6,0,P,C,1,M,F,R,A,B,A ,S,A,A ,B
3,A,F,6,2,P,B,1,M,F,R,A,D,S ,A,D,S,B
3,A,F,6,0,P,C,1,M,F,P,S,B,S ,S,C,S,B
3,A,F,6,1,F,B,1,M,F,P,A,D,S ,A,D,S,F
3,A,F,6,0,P,A,1,M,F,P,A,B,A ,A,A,A ,B
3,A,F,6,2,F,B,4,H,F,P,A,B,S ,A,B,A ,F
3,A,F,6,2,F,A,1,M,F,P,A,C,S ,A,B,S,F
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,A
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,A
3,A,F,6,2,F,A,1,M,F,P,S,D,S ,A,B,S,F
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,1,M,F,P,S,B,A ,A,A,A ,B
3,A,F,6,0,P,A,5,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,1,M,F,P,S,B,A ,S,A,A ,B
3,A,F,6,1,F,B,1,M,F,R,A,B,S ,A,B,S,F
3,A,F,6,1,F,B,3,M,F,R,A,C,S ,A,D,S,F
3,A,F,6,0,P,B,1,C,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,A,2,M,F,P,A,B,S ,A,B,S,F
3,A,F,6,2,F,B,1,M,F,P,S,D,S ,A,B,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,B,1,M,F,P,A,C,S ,A,D,S,F
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,B,1,M,F,P,A,B,S ,A,C,S,F
3,A,F,6,2,F,B,1,M,F,P,A,C,S ,A,B,A ,F
3,A,F,6,1,F,B,1,M,F,P,S,D,S ,A,C,S,F
3,A,F,6,2,F,A,1,M,F,P,A,C,S ,A,D,S,F
3,A,F,6,2,F,C,5,M,F,P,A,B,S ,S,C,S,F
3,A,F,6,0,P,B,1,H,F,P,A,B,S ,A,A,A ,B
3,A,F,6,2,F,B,1,M,F,P,A,D,S ,A,D,S,F
3,A,F,6,2,F,B,4,M,F,R,A,C,S ,A,D,S,F
3,A,F,6,2,F,B,1,M,F,R,A,B,S ,A,B,S,F
3,A,F,6,0,P,A,1,M,F,R,S,B,S ,A,A,A ,B
3,A,F,6,2,F,C,1,M,F,P,A,D,S ,S,D,S,F
3,A,F,6,2,F,C,1,M,F,P,A,B,S ,S,B,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,A,1,M,F,P,S,C,S ,A,C,S,F
3,A,F,6,1,F,A,1,M,F,P,A,D,S ,A,B,S,F
3,A,F,6,2,F,A,1,M,F,P,A,B,S ,S,C,S,F
3,A,F,6,2,F,A,1,M,F,P,A,C,S ,S,D,S,F
3,A,F,6,0,F,C,1,M,F,P,S,D,S ,S,C,S,F
3,A,F,6,0,P,A,2,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,B,3,C,F,P,S,B,S ,A,B,S,F
3,A,F,6,2,F,A,1,M,F,P,A,B,S ,A,D,A ,F
3,A,F,6,0,P,C,5,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,2,F,A,1,M,F,P,A,C,S ,A,C,S,F
3,A,F,6,0,P,A,5,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,2,F,A,1,H,F,P,S,D,S ,A,C,S,F
3,A,F,6,2,F,A,1,H,F,P,S,C,S ,A,D,S,F
3,A,F,6,0,P,B,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,H,F,R,S,B,A ,A,A,A ,B
3,A,F,6,0,P,A,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,C,S,A
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,A,A ,B
3,A,F,6,3,F,A,1,M,F,P,A,B,S ,A,C,S,F
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,A,1,M,F,P,S,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,C,1,M,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,C,2,M,F,P,A,B,S ,S,A,A ,B
3,A,F,6,0,P,A,5,M,F,P,S,B,S ,A,C,S,B
3,A,F,6,0,P,C,5,H,F,P,A,B,S ,S,C,S,B
3,A,F,6,0,P,B,1,M,F,P,S,B,A ,A,A,A ,B
3,A,F,6,0,P,B,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,2,F,B,1,M,F,R,A,D,S ,A,D,S,F
3,A,F,6,2,F,B,1,M,F,P,S,C,S ,A,D,S,F
3,A,F,6,2,F,B,1,M,F,P,A,D,S ,A,B,S,F
3,A,F,6,2,F,A,1,M,F,P,A,B,S ,A,B,A ,F
3,A,F,6,2,F,B,1,M,F,P,A,D,S ,A,D,S,F
3,A,F,6,2,F,B,1,M,F,P,A,C,S ,A,D,S,F
3,A,F,6,2,F,C,1,M,F,P,A,B,S ,S,C,S,F
3,A,F,6,2,F,B,1,M,F,P,S,C,S ,A,B,S,F
3,A,F,6,2,F,B,1,M,F,P,S,D,S ,A,D,S,F
3,A,F,6,1,F,B,1,M,F,R,A,C,S ,A,C,S,F
3,A,F,6,0,P,C,1,H,F,R,A,B,A ,S,A,A ,B
3,A,F,6,0,P,B,5,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,C,F,P,S,B,S ,A,C,S,B
3,A,F,6,0,P,A,2,C,F,P,A,B,S ,A,A,A ,A
3,A,E,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,A
3,A,E,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,A
3,A,E,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,E,6,0,P,B,1,M,F,P,A,B,A ,A,A,A ,B
3,A,E,6,0,P,C,5,M,F,P,A,B,S ,S,C,S,B
3,A,E,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,E,6,0,P,B,1,M,F,P,S,B,S ,A,C,S,A
3,A,G,6,1,F,C,1,M,F,P,A,B,S ,S,A,A ,F
3,A,G,6,1,F,C,1,H,F,P,A,D,S ,S,D,S,F
3,A,G,6,2,F,C,1,M,F,R,A,D,S ,S,C,S,F
3,A,G,6,2,F,C,1,M,F,R,A,C,S ,S,D,S,F
3,A,G,6,2,F,A,3,M,F,P,S,D,S ,A,D,S,F
3,A,G,6,2,F,C,1,C,F,P,A,C,S ,S,D,S,F
3,A,G,6,2,F,B,1,M,F,P,A,B,S ,A,D,S,F
3,A,G,6,0,P,C,4,M,F,P,A,B,A ,S,A,A ,B
3,A,G,6,0,P,A,5,M,F,P,A,B,S ,A,C,S,B
3,A,G,6,0,P,A,1,M,F,P,S,B,S ,A,C,S,B
3,A,G,6,0,P,A,1,H,F,P,S,B,S ,A,C,S,B
3,A,G,6,0,P,A,5,M,F,P,A,B,S ,A,C,S,B
3,A,G,6,0,P,A,1,M,F,P,A,B,S ,S,A,A ,B
3,A,G,6,0,P,B,2,M,F,P,A,B,A ,S,A,A ,A
3,A,G,6,0,P,A,1,H,F,P,S,B,S ,A,C,S,A
3,A,G,6,1,F,B,1,M,F,P,S,D,S ,S,C,S,F
3,A,G,6,0,F,B,1,M,F,P,A,C,S ,S,B,S,F
3,A,G,6,0,P,B,1,M,F,P,A,B,S ,S,C,S,B
3,A,G,6,0,P,A,4,M,F,P,A,B,S ,S,C,S,A
3,A,F,6,2,F,B,5,H,F,P,A,D,S ,A,A,A ,F
3,A,F,6,0,P,A,1,M,F,R,A,B,S ,S,C,S,B
3,A,F,6,0,F,B,5,M,F,R,A,D,A ,S,D,A ,F
3,A,F,6,0,P,B,2,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,M,F,R,A,B,S ,A,C,S,B
3,A,F,6,2,P,A,1,M,F,P,A,D,S ,A,B,S,B
3,A,F,6,1,F,A,1,M,F,P,A,B,S ,A,D,S,F
3,A,F,6,2,F,B,1,M,F,P,S,C,S ,A,D,S,F
3,A,F,6,0,P,A,3,M,F,P,A,B,A ,A,A,A ,B
3,A,F,6,1,F,B,1,M,F,P,A,D,S ,A,C,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,3,F,A,1,C,F,P,S,B,S ,A,D,S,F
3,A,F,6,2,F,B,1,M,F,P,A,C,S ,A,D,S,F
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,4,M,F,P,A,B,A ,A,A,A ,B
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,A,1,H,F,R,A,B,S ,A,C,S,A
3,A,F,6,0,P,A,1,H,F,R,A,B,S ,A,C,S,B
3,A,F,6,2,F,B,5,M,F,P,S,D,S ,A,B,S,F
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,A
3,A,F,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,F,6,0,P,A,2,M,F,P,S,B,A ,A,A,A ,B
3,A,F,6,0,P,B,1,M,F,P,S,B,S ,A,C,S,B
3,A,F,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,B
3,A,G,6,0,P,A,1,M,F,P,A,B,S ,A,C,S,B
3,A,G,6,0,P,B,1,M,F,P,A,B,S ,A,C,S,B
3,A,G,6,2,F,A,1,C,F,P,A,B,S ,A,D,S,F
3,A,G,6,0,P,B,1,M,F,P,A,B,A ,A,A,A ,B
3,A,G,6,3,F,B,1,M,F,P,S,D,S ,S,B,S,F
3,A,G,6,0,P,C,1,M,F,P,A,B,S ,S,C,S,B
